"team","influence","rank","oponent","score","Sspread","fgm","fga","fgm3","fga3","ftm","fta","or","dr","ast","blk","stl","to","pf","apg","Wcount","Lcount","Woponent","Loponent","Wspread","Lspread","myR","Season"
1270,172.640912288654,244.246606657046,210.770423201477,71.3846153846154,-11.8276923076923,24.6538461538462,60.4230769230769,7.03846153846154,21.1923076923077,15.0384615384615,21.8461538461538,11,24.7692307692308,11.0384615384615,4.07692307692308,5.61538461538461,12.8076923076923,20.1538461538462,94.3461538461538,7,19,215.212446685661,185.663079293134,6.41142857142857,-18.5473684210526,287.070110742155,2016
1420,174.166806632954,220.719031541339,173.608654755236,72.09375,-10.405,24.625,55.875,6.75,20.375,16.09375,23.5625,8.71875,23.0625,12.34375,1.8125,6.96875,12.4375,20,91.75,7,25,239.054462029749,147.191289126955,9.66857142857143,-16.0256,257.080890665982,2016
1299,173.055924560962,246.680587188465,200.911296886242,67.1612903225806,-11.7032258064516,22.9354838709677,56.9677419354839,6.25806451612903,19.7096774193548,15.0322580645161,21.0967741935484,11.0645161290323,24.5483870967742,10.3225806451613,2.35483870967742,5.03225806451613,13.6129032258065,22.4516129032258,89.7741935483871,10,21,231.505416561828,162.102262599488,6.94,-20.5809523809524,279.142596024731,2016
1146,171.263793919659,245.835944538171,212.991434943569,75.3571428571429,-12.6114285714286,26.2142857142857,59.1785714285714,6.60714285714286,17.7857142857143,16.3214285714286,24.7857142857143,11.8214285714286,25.4642857142857,13.2142857142857,3.71428571428571,5.42857142857143,14.5357142857143,20.5357142857143,92.0714285714286,7,21,242.723763689762,166.896711186215,15.0342857142857,-21.8266666666667,281.049214728543,2016
1290,171.219949808673,293.19758654427,177.839222527455,65.5142857142857,-15.5725714285714,23.6,60.8285714285714,5.11428571428571,16.8571428571429,13.2,19.0571428571429,10.8571428571429,24.7428571428571,10.6571428571429,2.34285714285714,6.88571428571429,13.4285714285714,19.1714285714286,89.7857142857143,8,27,293.432701123733,148.286350198582,7.975,-22.5496296296296,304.573485054975,2016
1410,171.425796314128,301.076483610106,159.309497811207,64.8148148148148,-17.2548148148148,23.2592592592593,56.7407407407407,7,21.1481481481481,11.2962962962963,16.8148148148148,8.37037037037037,23.962962962963,14.7037037037037,2.92592592592593,4.7037037037037,12.1111111111111,17.8888888888889,90.037037037037,5,22,283.505602402626,132.705308418316,9.144,-23.2545454545455,307.707524324504,2016
1249,172.281147888519,210.770423201477,187.38128395629,73.0384615384615,-8.28153846153846,24.8846153846154,59.2692307692308,6.46153846153846,19.8076923076923,16.8076923076923,25.2692307692308,13.0769230769231,24.2307692307692,13.5,3.46153846153846,6.76923076923077,15,23.4615384615385,93.6346153846154,7,19,244.246606657046,166.896711186215,14.7371428571429,-16.7621052631579,253.088363865923,2016
1381,173.6279615731,284.246738816629,141.918278449964,69.1071428571429,-16.1057142857143,24.0357142857143,55.8571428571429,7,19.25,14.0357142857143,19.7857142857143,8.32142857142857,21.6785714285714,11.6428571428571,2.67857142857143,5.5,13.1428571428571,20.9642857142857,89.8214285714286,4,24,175.244495660266,140.512342022657,12.77,-20.9183333333333,291.564844426471,2016
1341,169.843869135947,293.002879386106,159.309497811207,60.4193548387097,-14.4748387096774,21.1935483870968,55.7096774193548,4.09677419354839,15.0645161290323,13.9354838709677,20.3225806451613,11.4516129032258,20.7096774193548,8.67741935483871,2.70967741935484,7.70967741935484,15,22.2903225806452,84.4838709677419,7,24,182.694399177291,153.797924004894,8.23428571428571,-21.0983333333333,303.346754117807,2016
1105,172.682599816432,182.694399177291,183.963970514236,67.1071428571429,-5.20857142857143,23.25,56.1785714285714,5.89285714285714,20.8214285714286,14.7142857142857,21.5714285714286,11.3928571428571,23.0357142857143,12.6428571428571,2.14285714285714,5.60714285714286,11.75,19.3571428571429,88.1428571428571,10,18,239.507281045784,163.062786363019,8.836,-13.0111111111111,231.409952662102,2016
1368,170.562891160427,226.799572825394,210.770423201477,69.9032258064516,-9.98064516129032,24.8064516129032,55.5161290322581,7.12903225806452,19.5483870967742,13.1612903225806,20.5806451612903,10.2258064516129,23.9032258064516,13.9032258064516,2.67741935483871,6.16129032258065,15.0967741935484,20.4838709677419,90.2258064516129,10,21,230.204694364606,164.159294558783,10.1,-19.5428571428571,265.079660975545,2016
1319,168.310291574692,330.500714952406,136.907288530497,67.25,-20.2585714285714,22.6785714285714,58.0714285714286,7.17857142857143,21.5,14.7142857142857,20.9642857142857,8.60714285714286,24.1428571428571,11.8928571428571,1.75,6.28571428571429,13.1071428571429,19,94.5535714285714,3,25,170.722483940163,131.89629861103,9.81333333333333,-23.8672,318.230506936586,2016
1288,172.545783872675,210.534452936842,168.179544908731,67.4333333333333,-7.864,23.8,59.9,5.16666666666667,17.1666666666667,14.6666666666667,21.4666666666667,11.9333333333333,22.8333333333333,11.3,2.1,6.1,11.7,18.6,87.5666666666667,8,22,248.424740278659,148.859604146245,12.84,-15.3927272727273,246.749396357871,2016
1164,172.236154822546,251.434925175369,162.102262599488,71.3103448275862,-13.2965517241379,23.6206896551724,62.3103448275862,7.79310344827586,23.3103448275862,16.2758620689655,23.2068965517241,12.8275862068966,24.2758620689655,11.2413793103448,2.96551724137931,5.44827586206897,13.0344827586207,21.5862068965517,97.4310344827586,7,22,246.680587188465,146.890588521797,11.56,-21.2054545454545,278.326270305423,2016
1248,171.8477387435,237.38488664709,139.859984923477,71.4,-12.5906666666667,25.2666666666667,58.0333333333333,8.16666666666667,22.3666666666667,12.7,18.3666666666667,8.06666666666667,23.8,13.8666666666667,2.3,5.7,13.0333333333333,19.6,94.55,6,24,178.256349812613,137.415540806904,5.48666666666667,-17.11,265.099265461169,2016
1224,173.706670148097,215.643344120665,193.229382463455,70.2333333333333,-9.17066666666667,22.8333333333333,57.3666666666667,4.4,14.9333333333333,20.1666666666667,27.8,12.4666666666667,24.8333333333333,8.03333333333333,2.93333333333333,6.1,14.8,19.6333333333333,88.5333333333333,10,20,237.799773309632,147.816591463089,7.22,-17.366,251.000687208558,2016
1179,174.940813534354,201.366876994773,142.620996006874,66.5333333333333,-8.74,23.3,52.8666666666667,6.96666666666667,18.2333333333333,12.9666666666667,17.7666666666667,8.2,24.9333333333333,11.9666666666667,2,3.63333333333333,13.6333333333333,18.0333333333333,85.4166666666667,6,24,183.018901987963,126.150859503284,10.8133333333333,-13.6283333333333,239.655979702658,2016
1367,173.936708652246,234.077580058473,149.754704316791,70.6071428571429,-12.0185714285714,26,58.8928571428571,6.92857142857143,19.4642857142857,11.6785714285714,18.25,12.25,24.4285714285714,14.4642857142857,2.96428571428571,4.46428571428571,13.8928571428571,20.1428571428571,89.125,7,21,165.324543980171,127.705409742944,5.82285714285714,-17.9657142857143,257.135441203096,2016
1255,174.860185080835,199.763747882338,151.016082023263,71.6333333333333,-8.22666666666666,25.5333333333333,57.1,6.8,19.5,13.7666666666667,19.5666666666667,10.3666666666667,24.9333333333333,12.3666666666667,2.46666666666667,6.1,14.4333333333333,19.2,90.45,7,23,174.256827217975,139.929901447039,10.5828571428571,-13.9513043478261,235.589406992015,2016
1101,173.877828148754,217.685625039449,172.892221694894,69.8518518518518,-9.50222222222222,23.8148148148148,53.9259259259259,6.85185185185185,18.8518518518519,15.3703703703704,21.7407407407407,8.18518518518519,22.5185185185185,12.8888888888889,2.44444444444444,6.74074074074074,13.4074074074074,22.3703703703704,88.8703703703704,9,18,226.799572825394,151.173349260961,7.60444444444444,-18.0555555555556,254.439523051642,2016
1300,172.490113586606,193.229382463455,210.534452936842,67.4827586206897,-5.35724137931034,23.551724137931,55.7241379310345,6.10344827586207,18,14.2758620689655,21.551724137931,12.2413793103448,24.2413793103448,11.7931034482759,1.48275862068966,5.44827586206897,13.7241379310345,19.9310344827586,85.9827586206897,10,19,247.367489002991,146.890588521797,14.484,-15.8,229.990883807566,2016
1154,173.657084043789,242.950937734004,160.681748840359,83.1379310344828,-14.8979310344828,28.1724137931034,69.2413793103448,11.0689655172414,34.9310344827586,15.7241379310345,21.4827586206897,11.9655172413793,23.3103448275862,14.5862068965517,3.24137931034483,8.17241379310345,13.7586206896552,24.2068965517241,116.706896551724,7,22,192.624731198506,150.221773989742,6.73714285714286,-21.7818181818182,272.63124990706,2016
1136,172.432405447231,290.009272283473,162.64546148071,64.5333333333333,-13.8666666666667,24.1666666666667,57.6666666666667,6.23333333333333,19.4666666666667,9.96666666666667,15.5333333333333,9.6,24.0666666666667,13.4666666666667,2.7,5.63333333333333,13.7333333333333,19.1333333333333,89.0333333333333,7,23,179.907036058505,148.09004059702,8.02285714285714,-20.5286956521739,287.526381718682,2016
1342,174.193894406258,218.763314675451,150.305825143699,64.8214285714286,-10.46,23.25,54.25,4.82142857142857,15.6428571428571,13.5,18.8928571428571,8.82142857142857,23.2857142857143,10.7142857142857,1.78571428571429,6.14285714285714,14.4285714285714,19.0357142857143,84.9464285714286,8,20,199.763747882338,116.765114614844,7.275,-17.554,250.814190293831,2016
1311,173.941419185349,280.579123787865,166.896711186215,66.0967741935484,-15.9664516129032,22.6451612903226,54.7096774193548,6.29032258064516,20.3870967741935,14.5161290322581,22.0967741935484,9.06451612903226,23.9354838709677,12.2903225806452,4.80645161290323,6.51612903225806,15.8064516129032,20.3548387096774,92.8870967741936,8,23,222.242598932421,136.816885771208,7.925,-24.2765217391304,296.559871565311,2016
1265,178.76514612505,197.92182066381,150.828619770693,71.5,-8.66933333333333,24.1,57.1,8.26666666666667,24.2,15.0333333333333,20.5,8.7,23.8,11.6666666666667,2.7,4.6,12.1333333333333,19.5666666666667,94.9833333333333,7,23,168.162126618576,140.812223762359,8.12,-13.7791304347826,239.085890653058,2016
1263,176.654714945195,247.526438531539,158.126083607798,75.9666666666667,-14.3,27.5,63.6333333333333,7.6,22.4333333333333,13.3666666666667,20.3666666666667,11.2333333333333,23.9,14.4333333333333,3,8.3,16.3666666666667,21.3,101.383333333333,8,22,201.379004023782,138.825303461037,8.6,-22.6272727272727,271.769483269547,2016
1379,176.465350364125,219.609177489968,139.374482243852,63.7777777777778,-9.61037037037037,20.8888888888889,51.3333333333333,8.92592592592593,24.8888888888889,13.0740740740741,18.5185185185185,7.81481481481481,23.5925925925926,11.9259259259259,2.18518518518519,5.2962962962963,13.3703703703704,18.8518518518519,91.037037037037,7,20,141.369097677355,138.132147660563,8.66857142857143,-16.008,246.792249156741,2016
1310,176.121748634674,210.986920788516,149.459330183857,64.59375,-9.61125,22.96875,56.875,5.1875,18.40625,13.46875,19.375,12,24.46875,10.84375,3.21875,5.15625,14.40625,19.5625,87.375,7,25,197.92182066381,124.594075378431,4.14285714285714,-13.4624,249.151942373422,2016
1440,172.370990419986,265.767065610897,158.327021130083,67.1851851851852,-14.5111111111111,23.6296296296296,59.2962962962963,8.55555555555556,26.2962962962963,11.3703703703704,16,10.037037037037,22.2962962962963,10.4814814814815,3.85185185185185,6.07407407407407,12.8518518518519,19.5555555555556,96.4074074074074,6,21,168.112877105455,134.005489179557,8.93333333333333,-21.2095238095238,279.22075325844,2016
1135,177.72619941964,185.393256020565,147.191289126955,73,-7.77777777777778,24.9259259259259,57.7407407407407,8.07407407407407,22.5185185185185,15.0740740740741,21.3333333333333,9.2962962962963,26.5555555555556,14.7037037037037,4.07407407407407,5.2962962962963,13.5185185185185,19.4814814814815,95.1481481481482,7,20,206.350573497866,126.455124674529,8.10857142857143,-13.338,231.05018536531,2016
1240,178.534594684374,195.508959688943,139.106405595351,66.3103448275862,-7.76689655172414,22.6896551724138,57.1034482758621,7.89655172413793,22.8620689655172,13.0344827586207,17.6551724137931,9.86206896551724,21.4827586206897,11.6206896551724,2.89655172413793,4.93103448275862,10.8275862068966,19.8965517241379,89.7586206896552,6,23,213.631131783266,132.662051933314,9.58666666666667,-12.2939130434783,237.92076142741,2016
1144,176.211060949998,174.256827217975,164.159294558783,71.2222222222222,-4.68592592592592,23.9259259259259,55.3333333333333,6.92592592592593,21.8148148148148,16.4444444444444,22.8888888888889,7.7037037037037,23.2962962962963,10.4814814814815,2.2962962962963,6.59259259259259,11.4444444444444,19.6296296296296,92.3333333333333,9,18,215.568335651428,152.044598002911,11.3022222222222,-12.68,220.097108764467,2016
1115,1,351,169.694175816404,56.5757575757576,-18.7636363636364,20.4242424242424,52.1818181818182,6.12121212121212,20.1818181818182,9.60606060606061,15.7272727272727,9.75757575757576,20.6666666666667,9.60606060606061,3.75757575757576,7.12121212121212,15.6363636363636,21.9393939393939,86.1060606060606,8,25,259.90122610575,132.22188094209,5.135,-26.4112,335.558560182353,2016
1271,176.444367238595,250.168893368853,193.229382463455,66.5483870967742,-11.4774193548387,23.1290322580645,53.3225806451613,6.19354838709677,19.0967741935484,14.0967741935484,19.8709677419355,10.3870967741935,22.6451612903226,12.1290322580645,2.2258064516129,5.74193548387097,15.7096774193548,21.6451612903226,87.6774193548387,9,22,215.643344120665,161.392005719924,9.44888888888889,-20.0381818181818,277.273176078656,2016
1133,176.806167653733,298.876852790912,115.42484807552,55.8709677419355,-17.4554838709677,18.9354838709677,50.0645161290323,5.16129032258065,18.6451612903226,12.8387096774194,19.1935483870968,8.64516129032258,25.1935483870968,9.12903225806452,2.67741935483871,4.38709677419355,17.2258064516129,23.4193548387097,86.8870967741936,4,27,154.491641228807,102.45716256141,3.54,-20.5659259259259,306.723917085868,2016
1188,177.35128541057,215.568335651428,139.384879557031,65.6785714285714,-9.92285714285714,22.6428571428571,56.8214285714286,5.64285714285714,18.5357142857143,14.75,20.9642857142857,12.1071428571429,23.5714285714286,10.8214285714286,4,4.92857142857143,13.4642857142857,22.1071428571429,87.1964285714286,6,22,171.389564503342,123.440679287606,7.23333333333333,-14.6018181818182,247.357221750567,2016
1294,174.662755513295,211.693927915104,141.918278449964,72.9655172413793,-9.58620689655172,24.6551724137931,54.9310344827586,6.37931034482759,17.5172413793103,17.2758620689655,23.8275862068966,10.1724137931034,23.5862068965517,10.0689655172414,2.55172413793103,5.62068965517241,13.8965517241379,23.3103448275862,88.0862068965517,8,21,151.034395296836,130.655131675119,7.51,-16.0990476190476,238.279873109634,2016
1391,175.262607642848,192.624731198506,148.436261663973,77.9,-8.10133333333333,27.4333333333333,61.5,8.06666666666667,22.3333333333333,14.9666666666667,20.7666666666667,9.4,24.9,13.9,2.13333333333333,5.66666666666667,12.4333333333333,18.2666666666667,97.25,8,22,153.346820828763,145.713380589901,13.255,-15.8672727272727,227.973898851724,2016
1194,174.383086519247,237.674974654143,137.756292854666,65.9677419354839,-11.6503225806452,22.8387096774194,56.4838709677419,7.09677419354839,20.8387096774194,13.1935483870968,18.2258064516129,8.41935483870968,23.9032258064516,11.8387096774194,4.25806451612903,5.25806451612903,12.1290322580645,19.3225806451613,90.1451612903226,7,24,219.609177489968,130.701438428112,11.2,-18.315,264.09801886161,2016
1363,173.77501421834,212.152487741651,127.705409742944,67.0357142857143,-10.05,23.0714285714286,56.5,6.75,22.6428571428571,14.1428571428571,21.7857142857143,10,25.0714285714286,13.5714285714286,3.78571428571429,5.57142857142857,13.5357142857143,22.5714285714286,93.5714285714286,6,22,131.320856573962,127.705409742944,8.24,-15.0381818181818,243.332896331896,2016
1360,175.51469542162,259.905410543672,156.894371633614,60.3793103448276,-12.4220689655172,20.8965517241379,53.4137931034483,6.48275862068965,22.1724137931034,12.1034482758621,18.1034482758621,9.27586206896552,23.5172413793103,11.1034482758621,3.93103448275862,4.41379310344828,13.6896551724138,21.551724137931,89.051724137931,8,21,172.87184040948,148.352178936476,8.75,-20.487619047619,281.713206176638,2016
1127,174.981573608193,239.054462029749,147.191289126955,60.9,-10.3666666666667,20.9666666666667,53.8,5.7,19.9666666666667,13.2666666666667,19.4666666666667,9.1,24.9333333333333,11.1,2.26666666666667,5.36666666666667,13.9666666666667,18.6,88.3666666666667,8,22,207.028806647779,132.050961703438,10.885,-18.0945454545455,260.558443041873,2016
1346,175.707694820228,200.659711700614,150.828619770693,65.6333333333333,-7.968,23.2666666666667,63.2666666666667,7.63333333333333,22.4,11.4666666666667,17.7333333333333,16.6,26.8,12.5666666666667,4.7,4.86666666666667,15.3,20.4333333333333,93.2333333333333,9,21,189.237973038915,138.907746084595,7.34666666666667,-14.5314285714286,239.860763308996,2016
1149,175.543518174042,218.252582339163,129.500298470041,68.5185185185185,-11.2459259259259,24.8518518518519,58.6666666666667,8.96296296296296,26.4814814814815,9.85185185185185,16.0740740740741,9.22222222222222,24.3333333333333,11.8518518518519,1.92592592592593,4.74074074074074,12.4444444444444,19.4444444444444,96.4074074074074,6,21,205.876369452911,116.765114614844,6.89333333333333,-16.4285714285714,252.992329720781,2016
1297,172.5550191918,200.911296886242,119.035044485947,69.4642857142857,-9.06714285714285,24.8571428571429,57.1071428571429,7.67857142857143,21.75,12.0714285714286,17.8214285714286,9.25,24.8214285714286,14.1428571428571,2.78571428571429,4.5,13.7142857142857,20.8571428571429,92.2321428571429,7,21,149.549653406062,107.974926810559,13.0457142857143,-16.4380952380952,226.469853881103,2016
1317,173.765115485498,206.147693740751,136.85334942424,72.1333333333333,-9.704,25.1,56.6333333333333,5.66666666666667,17.6,16.2666666666667,25,11.1666666666667,23.9,10.8,3,6.4,13.8666666666667,21.2666666666667,89.4333333333333,10,20,204.354333054707,114.07079866061,8.136,-18.624,238.807242646271,2016
1216,175.821660285741,211.959316948607,159.495373194635,70.84375,-8.895,23.53125,57.625,9.5,26.875,14.28125,19.09375,6.90625,23.125,12.09375,1.96875,6.5,11.65625,21.5,98.796875,9,23,220.719031541339,147.191289126955,11.0933333333333,-16.7165217391304,247.619110360244,2016
1407,177.917254261087,202.895979435271,148.454381550221,67.6896551724138,-8.56137931034483,23.3793103448276,58.448275862069,6.86206896551724,21.9655172413793,14.0689655172414,22.2068965517241,11.3103448275862,24.6551724137931,10.8620689655172,2.86206896551724,5.79310344827586,11.6896551724138,18.7241379310345,91.8965517241379,7,22,196.904579716923,133.612813716122,8.56,-14.0090909090909,241.223295953885,2016
1282,177.958328383704,179.15318462001,146.86688248058,69.1071428571429,-6.73,24.1428571428571,56.8214285714286,7.14285714285714,19.4285714285714,13.6785714285714,20.0357142857143,11.6071428571429,23.4285714285714,11.1785714285714,3.10714285714286,5.82142857142857,13.1785714285714,20.9642857142857,87.8392857142857,9,19,190.338479176823,86.2505845357396,11.7155555555556,-15.4673684210526,213.857230936826,2016
1168,175.286221675566,187.656171731385,158.30538973522,69.3214285714286,-7.54571428571428,22.8928571428571,56.3571428571429,6.46428571428571,19.3928571428571,17.0714285714286,24.6428571428571,11.0714285714286,25.2857142857143,9.82142857142857,1.39285714285714,4.89285714285714,13.3571428571429,20.9642857142857,90.3571428571429,8,20,177.429762738151,127.363356255475,8.9,-14.124,229.1756043802,2016
1352,178.239250527193,207.247240731039,168.517916200674,65.0625,-7.33375,23.15625,55.625,5.5625,20.15625,13.1875,19.78125,9.46875,23.0625,12.5,3.96875,8.28125,14.1875,17.28125,90.390625,10,22,176.600894384609,159.785194788608,11.044,-15.6872727272727,241.156645786711,2016
1353,175.541388124255,258.917490885098,110.769929345042,67.5483870967742,-16.3238709677419,24.3548387096774,58.6451612903226,5.03225806451613,15.6451612903226,13.8064516129032,20.258064516129,9.58064516129032,24.8709677419355,11.5806451612903,3.35483870967742,6.09677419354839,13.6451612903226,17.258064516129,88.4838709677419,6,25,208.870820233808,94.5228013746846,10.7666666666667,-22.8256,275.216873937354,2016
1239,174.331953451879,171.627751914768,165.324543980171,74.8214285714286,-5.23714285714286,26.6785714285714,62.25,8.46428571428571,21.7857142857143,13,19.5357142857143,10.6071428571429,26.6428571428571,12,2.42857142857143,6.07142857142857,11.2142857142857,19.0357142857143,94.4107142857143,12,16,196.715390176376,146.408853581413,7.64,-14.895,218.373697013764,2016
1126,169.85275210075,229.763602081093,192.624731198506,69.0666666666667,-8.728,24.4,59.9666666666667,7.66666666666667,24.6666666666667,12.6,18.5666666666667,12.4333333333333,24.2,11.0666666666667,6.1,5.56666666666667,12.8,18.9666666666667,94.2833333333333,12,18,228.607520062653,166.865007257128,10.3266666666667,-21.4311111111111,259.047702200331,2016
1370,175.889836604095,169.694175816404,177.153025102515,64.1428571428571,-5.03428571428571,22.6428571428571,54,6.07142857142857,17.1785714285714,12.7857142857143,19.1428571428571,11.2142857142857,24.6428571428571,12.5357142857143,1.60714285714286,5.75,15.3928571428571,18.6071428571429,84.9285714285714,12,16,201.245483459237,89.953451983605,9.87,-16.2125,207.815005233035,2016
1335,176.037677735626,182.75632142143,168.162126618576,68.0740740740741,-7,24.4074074074074,56.9259259259259,7.03703703703704,23.0740740740741,12.2222222222222,18.1851851851852,9.96296296296296,25.3703703703704,13.4444444444444,2.59259259259259,5.07407407407407,13.3333333333333,18.4814814814815,92.462962962963,10,17,206.798907114452,102.295775159674,10.332,-17.1952941176471,221.708397463451,2016
1171,175.178996619966,168.162126618576,147.191289126955,69.2962962962963,-5.12148148148148,24.0740740740741,56.5555555555556,5.59259259259259,16.2962962962963,15.5555555555556,21.6296296296296,11.7407407407407,23.2592592592593,12.5555555555556,1.66666666666667,6.74074074074074,14.3703703703704,20.4074074074074,86.2962962962963,9,18,185.393256020565,117.561209466295,12.8044444444444,-14.0844444444444,210.028496457176,2016
1340,173.943938332813,161.455370075474,160.150512143708,75.9655172413793,-3.8648275862069,28.6206896551724,60.8620689655172,5.13793103448276,16.3103448275862,13.5862068965517,20.6206896551724,10.4137931034483,24.3448275862069,16.4827586206897,3.55172413793103,8.3448275862069,12.6551724137931,19.0689655172414,89.7241379310345,11,18,187.656171731385,125.035785867461,11.7781818181818,-13.4244444444444,202.576409145566,2016
1117,173.263866449866,196.866080583876,154.38395008073,72.3103448275862,-7.94068965517241,24.448275862069,59.7586206896552,5.86206896551724,18.5862068965517,17.551724137931,23.9655172413793,10.7931034482759,28.8965517241379,12.0344827586207,4.37931034482759,4.72413793103448,13.2413793103448,19.8275862068966,92.7758620689655,9,20,148.286350198582,156.846723945968,8.18222222222222,-15.196,235.595008960331,2016
1413,173.322587634011,181.398594169625,155.155409394966,63,-6.23285714285714,22.9285714285714,53.7142857142857,5.60714285714286,15.6071428571429,11.5357142857143,18.0357142857143,8.60714285714286,25.0357142857143,11.25,1.5,6.10714285714286,14.1428571428571,18.0714285714286,83.875,9,19,175.152865585019,121.282255296443,7.22666666666667,-12.6084210526316,222.981404350872,2016
1170,172.482910280133,175.152865585019,160.150512143708,70.2068965517241,-5.21655172413793,25.0689655172414,57.5172413793103,6.62068965517241,20,13.448275862069,20.0689655172414,9.58620689655172,25.3448275862069,13.4827586206897,3.86206896551724,5.62068965517241,11.6206896551724,20.6551724137931,89.5862068965517,12,17,168.295443501309,160.150512143708,6.80333333333333,-13.7011764705882,221.073715501917,2016
1169,174.083151110831,187.450531282735,153.145561671509,71.1428571428571,-7.71,24.7142857142857,57.6428571428571,4.32142857142857,14.3214285714286,17.3928571428571,24.25,10.1785714285714,25.5714285714286,13.8928571428571,3.21428571428571,6.67857142857143,14.1428571428571,20.6785714285714,88.0535714285714,8,20,173.460931306677,127.363356255475,8.5,-14.194,228.8261513452,2016
1156,177.902311451402,230.011338136847,107.974926810559,60.2666666666667,-11.012,21.7333333333333,54.4,5.26666666666667,16.4666666666667,11.5333333333333,16.8,10.3,22.2333333333333,9.96666666666667,2.6,5.96666666666667,14.4666666666667,21.3666666666667,83.4333333333333,7,23,200.911296886242,107.016808374104,8.20571428571429,-16.8608695652174,256.262042144137,2016
1366,168.48492642103,247.367489002991,193.229382463455,60.7931034482759,-9.79862068965517,20.5172413793103,52.0344827586207,6.17241379310345,19.8965517241379,13.5862068965517,20.448275862069,9.13793103448276,22.4137931034483,10.1034482758621,2.48275862068966,5.6551724137931,14.7586206896552,20.1034482758621,87.7758620689655,14,15,222.703473100879,148.286350198582,8.08,-26.4853333333333,266.288559524322,2016
